Time,var1,var2 
104.68,0.940509,6.732988
104.69,0.955427,6.737228
104.7,0.970385,6.741495
104.71,0.985369,6.745788
104.72,1.000367,6.750106
104.73,1.015365,6.754449
104.74,1.030349,6.758817
104.75,1.045305,6.763209
104.76,1.060221,6.767624
104.77,1.075082,6.772063
104.78,1.089876,6.776525
104.79,1.104589,6.781008
104.8,1.119208,6.785514
104.81,1.13372,6.790041
104.82,1.148111,6.79459
104.83,1.162369,6.799158
104.84,1.176481,6.803747
104.85,1.190434,6.808356
104.86,1.204216,6.812983
104.87,1.217813,6.81763
104.88,1.231215,6.822294
104.89,1.244409,6.826977
104.9,1.257383,6.831676
104.91,1.270125,6.836393
104.92,1.282624,6.841126
104.93,1.294869,6.845875
104.94,1.306849,6.850639
104.95,1.318552,6.855418
104.96,1.329968,6.860211
104.97,1.341088,6.865019
104.98,1.351901,6.86984
104.99,1.362397,6.874674
105.0,1.372567,6.87952
105.01,1.382401,6.884379
105.02,1.391892,6.889249
105.03,1.401029,6.894131
105.04,1.409806,6.899022
105.05,1.418214,6.903924
105.06,1.426246,6.908836
105.07,1.433894,6.913757
105.08,1.441152,6.918686
105.09,1.448013,6.923623
105.1,1.45447,6.928568
105.11,1.460518,6.93352
105.12,1.466153,6.938479
105.13,1.471367,6.943444
105.14,1.476157,6.948415
105.15,1.480519,6.953391
105.16,1.484449,6.958371
105.17,1.487942,6.963356
105.18,1.490996,6.968344
105.19,1.493609,6.973336
105.2,1.495777,6.97833
105.21,1.497499,6.983326
105.22,1.498773,6.988324
105.23,1.499599,6.993323
105.24,1.499975,6.998323
105.25,1.499901,7.003323
105.26,1.499377,7.008323
105.27,1.498403,7.013321
105.28,1.496981,7.018319
105.29,1.495112,7.023315
105.3,1.492798,7.028308
105.31,1.490039,7.033298
105.32,1.48684,7.038286
105.33,1.483203,7.043269
105.34,1.479131,7.048248
105.35,1.474627,7.053222
105.36,1.469697,7.058191
105.37,1.464344,7.063154
105.38,1.458573,7.068111
105.39,1.452389,7.073061
105.4,1.445798,7.078003
105.41,1.438806,7.082938
105.42,1.431419,7.087864
105.43,1.423644,7.092782
105.44,1.415487,7.097691
105.45,1.406957,7.102589
105.46,1.398061,7.107478
105.47,1.388806,7.112355
105.48,1.379201,7.117222
105.49,1.369255,7.122076
105.5,1.358977,7.126919
105.51,1.348375,7.131749
105.52,1.337461,7.136565
105.53,1.326242,7.141368
105.54,1.31473,7.146157
105.55,1.302935,7.150931
105.56,1.290867,7.155691
105.57,1.278537,7.160434
105.58,1.265956,7.165162
105.59,1.253137,7.169873
105.6,1.240089,7.174567
105.61,1.226826,7.179243
105.62,1.213358,7.183902
105.63,1.199698,7.188542
105.64,1.185859,7.193164
105.65,1.171852,7.197766
105.66,1.15769,7.202348
105.67,1.143387,7.20691
105.68,1.128955,7.211451
105.69,1.114406,7.215972
105.7,1.099755,7.22047
105.71,1.085014,7.224947
105.72,1.070196,7.229401
105.73,1.055316,7.233832
105.74,1.040385,7.23824
105.75,1.025418,7.242624
105.76,1.010428,7.246983
105.77,0.995429,7.251318
105.78,0.980434,7.255628
105.79,0.965457,7.259913
105.8,0.95051,7.264171
105.81,0.935608,7.268403
105.82,0.920764,7.272608
105.83,0.905992,7.276786
105.84,0.891304,7.280936
105.85,0.876714,7.285058
105.86,0.862235,7.289151
105.87,0.847879,7.293216
105.88,0.833661,7.297251
105.89,0.819592,7.301257
105.9,0.805686,7.305232
105.91,0.791955,7.309177
105.92,0.77841,7.313091
105.93,0.765066,7.316973
105.94,0.751932,7.320824
105.95,0.739022,7.324643
105.96,0.726347,7.32843
105.97,0.713918,7.332183
105.98,0.701746,7.335904
105.99,0.689843,7.33959
106.0,0.678219,7.343243
106.01,0.666885,7.346862
106.02,0.65585,7.350446
106.03,0.645125,7.353994
106.04,0.63472,7.357508
106.05,0.624643,7.360985
106.06,0.614904,7.364427
106.07,0.605512,7.367832
106.08,0.596474,7.3712
106.09,0.5878,7.374531
106.1,0.579496,7.377825
106.11,0.571572,7.381081
106.12,0.564032,7.384299
106.13,0.556885,7.387478
106.14,0.550137,7.390619
106.15,0.543793,7.39372
106.16,0.537861,7.396783
106.17,0.532344,7.399805
106.18,0.527248,7.402788
106.19,0.522577,7.40573
106.2,0.518336,7.408632
106.21,0.514528,7.411493
106.22,0.511158,7.414312
106.23,0.508227,7.417091
106.24,0.505739,7.419827
106.25,0.503695,7.422522
106.26,0.502099,7.425174
106.27,0.50095,7.427784
106.28,0.50025,7.430351
106.29,0.500001,7.432875
106.3,0.500201,7.435355
106.31,0.500851,7.437793
106.32,0.50195,7.440186
106.33,0.503497,7.442535
106.34,0.505492,7.444841
106.35,0.507931,7.447101
106.36,0.510813,7.449317
106.37,0.514135,7.451488
106.38,0.517895,7.453614
106.39,0.522088,7.455694
106.4,0.526711,7.457729
106.41,0.531761,7.459718
106.42,0.537232,7.461662
106.43,0.543119,7.463559
106.44,0.549417,7.465409
106.45,0.556121,7.467213
106.46,0.563225,7.468971
106.47,0.570721,7.470681
106.48,0.578604,7.472345
106.49,0.586866,7.473961
106.5,0.595499,7.47553
106.51,0.604497,7.477051
106.52,0.613851,7.478524
106.53,0.623552,7.47995
106.54,0.633592,7.481328
106.55,0.643962,7.482657
106.56,0.654652,7.483939
106.57,0.665653,7.485172
106.58,0.676955,7.486356
106.59,0.688547,7.487492
106.6,0.70042,7.488579
106.61,0.712563,7.489617
106.62,0.724964,7.490606
106.63,0.737613,7.491546
106.64,0.750497,7.492437
106.65,0.763607,7.493279
106.66,0.776929,7.494071
106.67,0.790451,7.494814
106.68,0.804163,7.495508
106.69,0.81805,7.496152
106.7,0.832102,7.496746
106.71,0.846304,7.497291
106.72,0.860645,7.497786
106.73,0.875111,7.498231
106.74,0.88969,7.498626
106.75,0.904368,7.498972
106.76,0.919131,7.499267
106.77,0.933968,7.499513
106.78,0.948864,7.499708
106.79,0.963806,7.499854
106.8,0.978781,7.49995
106.81,0.993775,7.499996
106.82,1.008774,7.499991
106.83,1.023766,7.499937
106.84,1.038736,7.499833
106.85,1.053671,7.499679
106.86,1.068558,7.499475
106.87,1.083383,7.49922
106.88,1.098133,7.498916
106.89,1.112795,7.498562
106.9,1.127356,7.498159
106.91,1.141802,7.497705
106.92,1.15612,7.497202
106.93,1.170297,7.496648
106.94,1.184322,7.496046
106.95,1.19818,7.495393
106.96,1.21186,7.494691
106.97,1.22535,7.49394
106.98,1.238637,7.493139
106.99,1.251709,7.492289
107.0,1.264554,7.49139
107.01,1.277161,7.490441
107.02,1.289519,7.489444
107.03,1.301617,7.488397
107.04,1.313443,7.487302
107.05,1.324987,7.486158
107.06,1.336238,7.484965
107.07,1.347187,7.483724
107.08,1.357823,7.482435
107.09,1.368138,7.481097
107.1,1.378121,7.479711
107.11,1.387763,7.478277
107.12,1.397057,7.476796
107.13,1.405994,7.475266
107.14,1.414565,7.47369
107.15,1.422763,7.472065
107.16,1.430581,7.470394
107.17,1.438011,7.468675
107.18,1.445047,7.46691
107.19,1.451682,7.465098
107.2,1.457911,7.463239
107.21,1.463728,7.461335
107.22,1.469127,7.459384
107.23,1.474105,7.457387
107.24,1.478655,7.455344
107.25,1.482775,7.453256
107.26,1.486461,7.451122
107.27,1.489708,7.448944
107.28,1.492515,7.44672
107.29,1.494879,7.444452
107.3,1.496797,7.442139
107.31,1.498268,7.439782
107.32,1.499291,7.437382
107.33,1.499865,7.434937
107.34,1.499989,7.432449
107.35,1.499662,7.429918
107.36,1.498886,7.427343
107.37,1.497662,7.424726
107.38,1.495989,7.422067
107.39,1.49387,7.419365
107.4,1.491306,7.416621
107.41,1.4883,7.413836
107.42,1.484855,7.411009
107.43,1.480974,7.408141
107.44,1.47666,7.405233
107.45,1.471916,7.402284
107.46,1.466748,7.399294
107.47,1.46116,7.396265
107.48,1.455157,7.393196
107.49,1.448745,7.390088
107.5,1.441928,7.386941
107.51,1.434714,7.383755
107.52,1.427109,7.38053
107.53,1.419119,7.377268
107.54,1.410752,7.373968
107.55,1.402015,7.37063
107.56,1.392917,7.367256
107.57,1.383465,7.363844
107.58,1.373668,7.360397
107.59,1.363535,7.356913
107.6,1.353074,7.353394
107.61,1.342296,7.349839
107.62,1.33121,7.346249
107.63,1.319825,7.342625
107.64,1.308153,7.338966
107.65,1.296204,7.335274
107.66,1.283987,7.331548
107.67,1.271516,7.327789
107.68,1.2588,7.323997
107.69,1.245851,7.320172
107.7,1.232681,7.316316
107.71,1.219301,7.312428
107.72,1.205725,7.308509
107.73,1.191963,7.304558
107.74,1.178028,7.300578
107.75,1.163933,7.296567
107.76,1.14969,7.292527
107.77,1.135313,7.288457
107.78,1.120814,7.284359
107.79,1.106206,7.280232
107.8,1.091503,7.276077
107.81,1.076717,7.271895
107.82,1.061863,7.267685
107.83,1.046952,7.263449
107.84,1.032,7.259186
107.85,1.017018,7.254898
107.86,1.002022,7.250583
107.87,0.987023,7.246244
107.88,0.972036,7.24188
107.89,0.957075,7.237492
107.9,0.942152,7.233081
107.91,0.92728,7.228645
107.92,0.912475,7.224188
107.93,0.897748,7.219707
107.94,0.883113,7.215205
107.95,0.868584,7.210681
107.96,0.854172,7.206136
107.97,0.839892,7.201571
107.98,0.825756,7.196985
107.99,0.811777,7.192379
108.0,0.797967,7.187755
108.01,0.784339,7.183111
108.02,0.770905,7.17845
108.03,0.757678,7.17377
108.04,0.744668,7.169073
108.05,0.731888,7.164359
108.06,0.71935,7.159629
108.07,0.707064,7.154883
108.08,0.695041,7.150121
108.09,0.683293,7.145344
108.1,0.67183,7.140553
108.11,0.660663,7.135748
108.12,0.6498,7.130929
108.13,0.639253,7.126097
108.14,0.629031,7.121252
108.15,0.619142,7.116396
108.16,0.609596,7.111527
108.17,0.600402,7.106648
108.18,0.591567,7.101757
108.19,0.5831,7.096857
108.2,0.575008,7.091947
108.21,0.567298,7.087028
108.22,0.559978,7.0821
108.23,0.553053,7.077164
108.24,0.546531,7.07222
108.25,0.540417,7.067269
108.26,0.534717,7.062311
108.27,0.529435,7.057347
108.28,0.524577,7.052377
108.29,0.520147,7.047402
108.3,0.516148,7.042422
108.31,0.512585,7.037438
108.32,0.509461,7.03245
108.33,0.506778,7.027459
108.34,0.504539,7.022466
108.35,0.502745,7.01747
108.36,0.5014,7.012472
108.37,0.500503,7.007473
108.38,0.500055,7.002473
108.39,0.500057,6.997473
108.4,0.50051,6.992474
108.41,0.501412,6.987475
108.42,0.502762,6.982477
108.43,0.50456,6.977481
108.44,0.506804,6.972487
108.45,0.509492,6.967496
108.46,0.512621,6.962508
108.47,0.516189,6.957525
108.48,0.520192,6.952545
108.49,0.524627,6.94757
108.5,0.529489,6.9426
108.51,0.534776,6.937636
108.52,0.54048,6.932678
108.53,0.546599,6.927727
108.54,0.553125,6.922784
108.55,0.560054,6.917847
108.56,0.567378,6.91292
108.57,0.575092,6.908
108.58,0.583188,6.903091
108.59,0.59166,6.89819
108.6,0.600498,6.8933
108.61,0.609697,6.888421
108.62,0.619246,6.883553
108.63,0.629138,6.878696
108.64,0.639364,6.873851
108.65,0.649915,6.86902
108.66,0.66078,6.864201
108.67,0.671951,6.859396
108.68,0.683417,6.854605
108.69,0.695168,6.849828
108.7,0.707194,6.845066
108.71,0.719482,6.84032
108.72,0.732024,6.83559
108.73,0.744806,6.830877
108.74,0.757818,6.82618
108.75,0.771048,6.8215
108.76,0.784484,6.816839
108.77,0.798114,6.812196
108.78,0.811926,6.807571
108.79,0.825907,6.802966
108.8,0.840044,6.798381
108.81,0.854326,6.793815
108.82,0.868739,6.789271
108.83,0.883269,6.784747
108.84,0.897905,6.780245
108.85,0.912633,6.775765
108.86,0.927439,6.771307
108.87,0.942311,6.766872
108.88,0.957234,6.762461
108.89,0.972196,6.758073
108.9,0.987183,6.753709
108.91,1.002182,6.74937
108.92,1.017179,6.745056
108.93,1.03216,6.740768
108.94,1.047112,6.736506
108.95,1.062022,6.73227
108.96,1.076876,6.72806
108.97,1.091661,6.723878
108.98,1.106363,6.719723
108.99,1.12097,6.715597
109.0,1.135467,6.711499
109.01,1.149843,6.70743
109.02,1.164084,6.70339
109.03,1.178178,6.699379
109.04,1.192111,6.695399
109.05,1.205871,6.691449
109.06,1.219445,6.68753
109.07,1.232823,6.683643
109.08,1.245991,6.679787
109.09,1.258937,6.675963
109.1,1.27165,6.672171
109.11,1.284119,6.668412
109.12,1.296333,6.664687
109.13,1.308279,6.660994
109.14,1.319948,6.657336
109.15,1.33133,6.653712
109.16,1.342413,6.650123
109.17,1.353188,6.646569
109.18,1.363645,6.643049
109.19,1.373774,6.639566
109.2,1.383568,6.636119
109.21,1.393016,6.632708
109.22,1.402111,6.629334
109.23,1.410843,6.625997
109.24,1.419206,6.622697
109.25,1.427192,6.619435
109.26,1.434793,6.616211
109.27,1.442003,6.613026
109.28,1.448815,6.609879
109.29,1.455224,6.606771
109.3,1.461222,6.603702
109.31,1.466806,6.600674
109.32,1.471969,6.597685
109.33,1.476708,6.594736
109.34,1.481018,6.591828
109.35,1.484894,6.58896
109.36,1.488335,6.586134
109.37,1.491336,6.583349
109.38,1.493895,6.580606
109.39,1.496009,6.577905
109.4,1.497677,6.575246
109.41,1.498897,6.572629
109.42,1.499668,6.570055
109.43,1.49999,6.567524
109.44,1.499861,6.565037
109.45,1.499283,6.562593
109.46,1.498255,6.560192
109.47,1.496779,6.557836
109.48,1.494856,6.555524
109.49,1.492487,6.553256
109.5,1.489676,6.551033
109.51,1.486423,6.548855
109.52,1.482733,6.546722
109.53,1.478609,6.544634
109.54,1.474054,6.542592
109.55,1.469072,6.540595
109.56,1.463668,6.538645
109.57,1.457846,6.53674
109.58,1.451613,6.534882
109.59,1.444973,6.533071
109.6,1.437933,6.531306
109.61,1.430499,6.529588
109.62,1.422677,6.527917
109.63,1.414475,6.526293
109.64,1.4059,6.524717
109.65,1.39696,6.523188
109.66,1.387662,6.521707
109.67,1.378016,6.520274
109.68,1.368029,6.518888
109.69,1.357711,6.517551
109.7,1.347071,6.516262
109.71,1.336119,6.515022
109.72,1.324865,6.513829
109.73,1.313318,6.512686
109.74,1.301489,6.511591
109.75,1.289389,6.510545
109.76,1.277028,6.509548
109.77,1.264418,6.5086
109.78,1.25157,6.507702
109.79,1.238496,6.506852
109.8,1.225207,6.506052
109.81,1.211715,6.505301
109.82,1.198033,6.504599
109.83,1.184173,6.503948
109.84,1.170147,6.503345
109.85,1.155967,6.502793
109.86,1.141648,6.50229
109.87,1.127201,6.501837
109.88,1.112639,6.501434
109.89,1.097976,6.50108
109.9,1.083225,6.500777
109.91,1.068399,6.500523
109.92,1.053512,6.500319
109.93,1.038576,6.500166
109.94,1.023606,6.500062
109.95,1.008614,6.500008
109.96,0.993614,6.500005
109.97,0.978621,6.500051
109.98,0.963646,6.500147
109.99,0.948705,6.500293
110.0,0.933809,6.50049
110.01,0.918973,6.500736
110.02,0.90421,6.501032
110.03,0.889533,6.501378
110.04,0.874956,6.501774
110.05,0.860491,6.502219
110.06,0.846152,6.502715
110.07,0.831951,6.50326
110.08,0.817901,6.503855
110.09,0.804015,6.504499
110.1,0.790306,6.505194
110.11,0.776785,6.505937
110.12,0.763465,6.50673
110.13,0.750358,6.507572
110.14,0.737476,6.508464
110.15,0.72483,6.509404
110.16,0.712432,6.510394
110.17,0.700292,6.511433
110.18,0.688422,6.51252
110.19,0.676833,6.513656
110.2,0.665534,6.514841
110.21,0.654536,6.516075
110.22,0.643849,6.517357
110.23,0.633483,6.518687
110.24,0.623447,6.520065
110.25,0.613749,6.521491
110.26,0.604399,6.522965
110.27,0.595405,6.524487
110.28,0.586775,6.526056
110.29,0.578517,6.527673
110.3,0.570639,6.529337
110.31,0.563147,6.531048
110.32,0.556047,6.532806
110.33,0.549348,6.53461
110.34,0.543054,6.536461
110.35,0.537171,6.538359
110.36,0.531705,6.540303
110.37,0.52666,6.542292
110.38,0.522041,6.544328
110.39,0.517852,6.546409
110.4,0.514097,6.548535
110.41,0.51078,6.550706
110.42,0.507902,6.552923
110.43,0.505468,6.555184
110.44,0.503478,6.557489
110.45,0.501936,6.559839
110.46,0.500841,6.562233
110.47,0.500196,6.564671
110.48,0.500001,6.567152
110.49,0.500256,6.569676
110.5,0.50096,6.572244
110.51,0.502113,6.574854
110.52,0.503715,6.577507
110.53,0.505763,6.580202
110.54,0.508256,6.582939
110.55,0.511191,6.585718
110.56,0.514567,6.588538
110.57,0.518379,6.591399
110.58,0.522625,6.594301
110.59,0.5273,6.597244
110.6,0.5324,6.600227
110.61,0.537922,6.60325
110.62,0.543859,6.606313
110.63,0.550207,6.609415
110.64,0.556959,6.612556
110.65,0.564111,6.615735
110.66,0.571654,6.618954
110.67,0.579583,6.62221
110.68,0.587891,6.625504
110.69,0.596569,6.628836
110.7,0.60561,6.632204
110.71,0.615006,6.63561
110.72,0.624749,6.639052
110.73,0.634829,6.64253
110.74,0.645238,6.646043
110.75,0.655967,6.649593
110.76,0.667005,6.653177
110.77,0.678342,6.656796
110.78,0.689969,6.660449
110.79,0.701875,6.664136
110.8,0.71405,6.667857
110.81,0.726481,6.671611
110.82,0.739159,6.675397
110.83,0.752072,6.679217
110.84,0.765207,6.683068
110.85,0.778554,6.686951
110.86,0.7921,6.690865
110.87,0.805834,6.69481
110.88,0.819742,6.698786
110.89,0.833812,6.702792
110.9,0.848032,6.706828
110.91,0.862389,6.710892
110.92,0.876869,6.714986
110.93,0.89146,6.719109
110.94,0.906149,6.723259
110.95,0.920923,6.727437
110.96,0.935767,6.731642
110.97,0.95067,6.735875
110.98,0.965617,6.740133
110.99,0.980594,6.744418
111.0,0.995589,6.748728
111.01,1.010589,6.753063
111.02,1.025578,6.757423
111.03,1.040545,6.761807
111.04,1.055475,6.766215
111.05,1.070355,6.770647
111.06,1.085172,6.775101
111.07,1.099912,6.779578
111.08,1.114563,6.784077
111.09,1.12911,6.788597
111.1,1.143541,6.793139
111.11,1.157843,6.797701
111.12,1.172002,6.802284
111.13,1.186007,6.806886
111.14,1.199845,6.811507
111.15,1.213503,6.816148
111.16,1.226968,6.820807
111.17,1.24023,6.825483
111.18,1.253275,6.830178
111.19,1.266092,6.834889
111.2,1.27867,6.839616
111.21,1.290997,6.84436
111.22,1.303062,6.84912
111.23,1.314855,6.853894
111.24,1.326364,6.858683
111.25,1.337579,6.863486
111.26,1.34849,6.868303
111.27,1.359088,6.873133
111.28,1.369363,6.877975
111.29,1.379306,6.88283
111.3,1.388907,6.887697
111.31,1.398158,6.892575
111.32,1.40705,6.897463
111.33,1.415577,6.902362
111.34,1.423729,6.90727
111.35,1.4315,6.912188
111.36,1.438883,6.917115
111.37,1.445871,6.92205
111.38,1.452457,6.926992
111.39,1.458637,6.931942
111.4,1.464403,6.936899
111.41,1.469752,6.941862
111.42,1.474678,6.946831
111.43,1.479177,6.951805
111.44,1.483244,6.956784
111.45,1.486877,6.961768
111.46,1.490071,6.966755
111.47,1.492825,6.971745
111.48,1.495135,6.976739
111.49,1.496999,6.981734
111.5,1.498416,6.986732
111.51,1.499385,6.991731
111.52,1.499904,6.99673
111.53,1.499973,7.00173
111.54,1.499592,7.00673
111.55,1.498762,7.011729
111.56,1.497483,7.016727
111.57,1.495756,7.021724
111.58,1.493583,7.026718
111.59,1.490966,7.031709
111.6,1.487907,7.036697
111.61,1.484409,7.041682
111.62,1.480475,7.046662
111.63,1.476108,7.051638
111.64,1.471314,7.056609
111.65,1.466094,7.061574
111.66,1.460456,7.066532
111.67,1.454403,7.071485
111.68,1.447941,7.07643
111.69,1.441076,7.081367
111.7,1.433815,7.086296
111.71,1.426162,7.091217
111.72,1.418127,7.096128
111.73,1.409714,7.10103
111.74,1.400934,7.105922
111.75,1.391792,7.110803
111.76,1.382298,7.115673
111.77,1.37246,7.120531
111.78,1.362286,7.125378
111.79,1.351787,7.130212
111.8,1.340971,7.135033
111.81,1.329848,7.13984
111.82,1.318428,7.144633
111.83,1.306722,7.149412
111.84,1.29474,7.154176
111.85,1.282492,7.158925
111.86,1.26999,7.163658
111.87,1.257245,7.168374
111.88,1.244269,7.173073
111.89,1.231073,7.177756
111.9,1.217669,7.18242
111.91,1.204069,7.187066
111.92,1.190286,7.191694
111.93,1.176331,7.196302
111.94,1.162217,7.20089
111.95,1.147958,7.205459
111.96,1.133565,7.210007
111.97,1.119052,7.214534
111.98,1.104432,7.21904
111.99,1.089718,7.223523
112.0,1.074924,7.227985
112.01,1.060062,7.232423
112.02,1.045145,7.236838
112.03,1.030189,7.24123
112.04,1.015205,7.245597
112.05,1.000207,7.24994
112.06,0.985209,7.254258
112.07,0.970225,7.258551
112.08,0.955267,7.262817
112.09,0.940349,7.267058
112.1,0.925486,7.271271
112.11,0.910689,7.275458
112.12,0.895972,7.279617
112.13,0.88135,7.283748
112.14,0.866834,7.28785
112.15,0.852438,7.291924
112.16,0.838174,7.295969
112.17,0.824057,7.299984
112.18,0.810097,7.303969
112.19,0.796309,7.307924
112.2,0.782704,7.311847
112.21,0.769294,7.31574
112.22,0.756092,7.319601
112.23,0.74311,7.32343
112.24,0.730358,7.327227
112.25,0.71785,7.330991
112.26,0.705595,7.334722
112.27,0.693605,7.33842
112.28,0.681891,7.342083
112.29,0.670463,7.345713
112.3,0.659332,7.349308
112.31,0.648507,7.352868
112.32,0.637999,7.356392
112.33,0.627817,7.359881
112.34,0.617969,7.363335
112.35,0.608465,7.366751
112.36,0.599314,7.370131
112.37,0.590523,7.373474
112.38,0.582101,7.37678
112.39,0.574054,7.380048
112.4,0.566391,7.383278
112.41,0.559119,7.38647
112.42,0.552243,7.389623
112.43,0.54577,7.392737
112.44,0.539705,7.395812
112.45,0.534055,7.398847
112.46,0.528825,7.401842
112.47,0.524018,7.404797
112.48,0.51964,7.407712
112.49,0.515694,7.410586
112.5,0.512184,7.413419
112.51,0.509113,7.41621
112.52,0.506483,7.41896
112.53,0.504298,7.421668
112.54,0.502559,7.424334
112.55,0.501267,7.426957
112.56,0.500425,7.429538
112.57,0.500031,7.432075
112.58,0.500088,7.43457
112.59,0.500595,7.437021
112.6,0.501551,7.439428
112.61,0.502956,7.441792
112.62,0.504808,7.444111
112.63,0.507106,7.446386
112.64,0.509847,7.448616
112.65,0.513029,7.450801
112.66,0.51665,7.452942
112.67,0.520705,7.455037
112.68,0.525192,7.457086
112.69,0.530106,7.45909
112.7,0.535444,7.461048
112.71,0.541199,7.462959
112.72,0.547367,7.464825
112.73,0.553942,7.466644
112.74,0.560919,7.468416
112.75,0.568291,7.470142
112.76,0.576051,7.47182
112.77,0.584193,7.473451
112.78,0.592709,7.475035
112.79,0.601592,7.476572
112.8,0.610833,7.47806
112.81,0.620425,7.479501
112.82,0.630358,7.480894
112.83,0.640624,7.482239
112.84,0.651213,7.483536
112.85,0.662116,7.484784
112.86,0.673323,7.485984
112.87,0.684824,7.487135
112.88,0.696609,7.488238
112.89,0.708666,7.489291
112.9,0.720986,7.490296
112.91,0.733557,7.491252
112.92,0.746368,7.492159
112.93,0.759407,7.493016
112.94,0.772663,7.493824
112.95,0.786123,7.494583
112.96,0.799776,7.495292
112.97,0.813608,7.495952
112.98,0.827609,7.496562
112.99,0.841765,7.497123
113.0,0.856063,7.497633
113.01,0.87049,7.498094
113.02,0.885035,7.498506
113.03,0.899682,7.498867
113.04,0.91442,7.499178
113.05,0.929235,7.49944
113.06,0.944114,7.499652
113.07,0.959043,7.499813
113.08,0.974008,7.499925
113.09,0.988998,7.499987
113.1,1.003997,7.499998
113.11,1.018992,7.49996
113.12,1.033971,7.499872
113.13,1.048918,7.499733
113.14,1.063822,7.499545
113.15,1.078668,7.499307
113.16,1.093444,7.499019
113.17,1.108135,7.498681
113.18,1.12273,7.498293
113.19,1.137213,7.497855
113.2,1.151574,7.497367
113.21,1.165797,7.49683
113.22,1.179872,7.496243
113.23,1.193785,7.495606
113.24,1.207523,7.49492
113.25,1.221075,7.494185
113.26,1.234427,7.4934
113.27,1.247569,7.492565
113.28,1.260488,7.491682
113.29,1.273172,7.490749
113.3,1.285611,7.489767
113.31,1.297792,7.488736
113.32,1.309706,7.487656
113.33,1.321341,7.486528
113.34,1.332687,7.485351
113.35,1.343733,7.484125
113.36,1.35447,7.482851
113.37,1.364888,7.481528
113.38,1.374977,7.480158
113.39,1.384729,7.478739
113.4,1.394135,7.477273
113.41,1.403187,7.475759
113.42,1.411875,7.474197
113.43,1.420193,7.472588
113.44,1.428132,7.470931
113.45,1.435686,7.469228
113.46,1.442849,7.467477
113.47,1.449612,7.46568
113.48,1.455971,7.463837
113.49,1.46192,7.461946
113.5,1.467453,7.46001
113.51,1.472565,7.458028
113.52,1.477252,7.456
113.53,1.48151,7.453926
113.54,1.485334,7.451807
113.55,1.488721,7.449642
113.56,1.491669,7.447433
113.57,1.494174,7.445179
113.58,1.496235,7.442881
113.59,1.497848,7.440538
113.6,1.499014,7.438151
113.61,1.499731,7.43572
113.62,1.499998,7.433246
113.63,1.499815,7.430729
113.64,1.499182,7.428168
113.65,1.4981,7.425564
113.66,1.49657,7.422918
113.67,1.494593,7.42023
113.68,1.492171,7.4175
113.69,1.489306,7.414728
113.7,1.486,7.411914
113.71,1.482257,7.409059
113.72,1.478081,7.406164
113.73,1.473473,7.403227
113.74,1.46844,7.400251
113.75,1.462986,7.397234
113.76,1.457114,7.394178
113.77,1.450831,7.391082
113.78,1.444143,7.387947
113.79,1.437055,7.384774
113.8,1.429573,7.381561
113.81,1.421705,7.378311
113.82,1.413458,7.375023
113.83,1.404838,7.371697
113.84,1.395854,7.368335
113.85,1.386514,7.364935
113.86,1.376825,7.361499
113.87,1.366798,7.358027
113.88,1.356441,7.354519
113.89,1.345763,7.350975
113.9,1.334774,7.347396
113.91,1.323483,7.343783
113.92,1.311902,7.340135
113.93,1.300039,7.336454
113.94,1.287907,7.332738
113.95,1.275516,7.32899
113.96,1.262876,7.325208
113.97,1.25,7.321394
113.98,1.236899,7.317548
113.99,1.223585,7.31367
114.0,1.21007,7.30976
114.01,1.196365,7.30582
114.02,1.182484,7.301849
114.03,1.168439,7.297848
114.04,1.154242,7.293817
114.05,1.139906,7.289757
114.06,1.125445,7.285668
114.07,1.11087,7.28155
114.08,1.096196,7.277404
114.09,1.081435,7.27323
114.1,1.066601,7.269029
114.11,1.051707,7.264801
114.12,1.036766,7.260547
114.13,1.021793,7.256266
114.14,1.006799,7.25196
114.15,0.9918,7.247629
114.16,0.976808,7.243273
114.17,0.961837,7.238893
114.18,0.9469,7.234488
114.19,0.932011,7.230061
114.2,0.917183,7.22561
114.21,0.90243,7.221137
114.22,0.887764,7.216641
114.23,0.8732,7.212124
114.24,0.858749,7.207586
114.25,0.844426,7.203027
114.26,0.830243,7.198448
114.27,0.816212,7.193848
114.28,0.802347,7.18923
114.29,0.78866,7.184592
114.3,0.775163,7.179937
114.31,0.761868,7.175263
114.32,0.748788,7.170571
114.33,0.735933,7.165863
114.34,0.723317,7.161138
114.35,0.710949,7.156396
114.36,0.698841,7.15164
114.37,0.687005,7.146867
114.38,0.67545,7.142081
114.39,0.664187,7.13728
114.4,0.653227,7.132465
114.41,0.642578,7.127637
114.42,0.632251,7.122797
114.43,0.622255,7.117944
114.44,0.612599,7.113079
114.45,0.603292,7.108203
114.46,0.594342,7.103316
114.47,0.585756,7.098419
114.48,0.577544,7.093512
114.49,0.569712,7.088596
114.5,0.562267,7.08367
114.51,0.555216,7.078737
114.52,0.548565,7.073795
114.53,0.54232,7.068847
114.54,0.536487,7.063891
114.55,0.531072,7.058929
114.56,0.526078,7.053961
114.57,0.521511,7.048987
114.58,0.517375,7.044009
114.59,0.513673,7.039026
114.6,0.510408,7.03404
114.61,0.507584,7.02905
114.62,0.505203,7.024057
114.63,0.503268,7.019061
114.64,0.50178,7.014064
114.65,0.50074,7.009065
114.66,0.500149,7.004066
